Italy.Root.It.It15.1.ITS1	Italy.Root.It.It15.2.ITS1	Italy.Root.It.It15.3.ITS1	Italy.Root.It.It24.1.ITS1	Italy.Root.It.It24.2.ITS1	Italy.Root.It.It24.3.ITS1	Italy.Root.It.It32.1.ITS1	Italy.Root.It.It32.2.ITS1	Italy.Root.It.It32.3.ITS1	Italy.Root.It.It41.1.ITS1	Italy.Root.It.It41.2.ITS1	Italy.Root.It.It41.3.ITS1	Italy.Root.It.Sw11.1.ITS1	Italy.Root.It.Sw11.2.ITS1	Italy.Root.It.Sw11.3.ITS1	Italy.Root.It.Sw43.1.ITS1	Italy.Root.It.Sw43.2.ITS1	Italy.Root.It.Sw43.3.ITS1	Italy.Root.It.Sw47.1.ITS1	Italy.Root.It.Sw47.2.ITS1	Italy.Root.It.Sw47.3.ITS1	Italy.Root.It.Sw7.1.ITS1	Italy.Root.It.Sw7.2.ITS1	Italy.Root.It.Sw7.3.ITS1	Italy.Root.Sw.It15.1.ITS1	Italy.Root.Sw.It15.2.ITS1	Italy.Root.Sw.It15.3.ITS1	Italy.Root.Sw.It24.1.ITS1	Italy.Root.Sw.It24.2.ITS1	Italy.Root.Sw.It24.3.ITS1	Italy.Root.Sw.It32.1.ITS1	Italy.Root.Sw.It32.2.ITS1	Italy.Root.Sw.It32.3.ITS1	Italy.Root.Sw.It41.1.ITS1	Italy.Root.Sw.It41.2.ITS1	Italy.Root.Sw.It41.3.ITS1	Italy.Root.Sw.Sw11.1.ITS1	Italy.Root.Sw.Sw11.2.ITS1	Italy.Root.Sw.Sw11.3.ITS1	Italy.Root.Sw.Sw43.1.ITS1	Italy.Root.Sw.Sw43.2.ITS1	Italy.Root.Sw.Sw43.3.ITS1	Italy.Root.Sw.Sw47.1.ITS1	Italy.Root.Sw.Sw47.2.ITS1	Italy.Root.Sw.Sw47.3.ITS1	Italy.Root.Sw.Sw7.1.ITS1	Italy.Root.Sw.Sw7.2.ITS1	Italy.Root.Sw.Sw7.3.ITS1	Italy.Soil.It.It15.1.ITS1	Italy.Soil.It.It15.2.ITS1	Italy.Soil.It.It15.3.ITS1	Italy.Soil.It.It24.1.ITS1	Italy.Soil.It.It24.2.ITS1	Italy.Soil.It.It24.3.ITS1	Italy.Soil.It.It32.1.ITS1	Italy.Soil.It.It32.2.ITS1	Italy.Soil.It.It32.3.ITS1	Italy.Soil.It.It41.1.ITS1	Italy.Soil.It.It41.2.ITS1	Italy.Soil.It.It41.3.ITS1	Italy.Soil.It.Sw11.1.ITS1	Italy.Soil.It.Sw11.2.ITS1	Italy.Soil.It.Sw11.3.ITS1	Italy.Soil.It.Sw43.1.ITS1	Italy.Soil.It.Sw43.2.ITS1	Italy.Soil.It.Sw43.3.ITS1	Italy.Soil.It.Sw47.1.ITS1	Italy.Soil.It.Sw47.2.ITS1	Italy.Soil.It.Sw47.3.ITS1	Italy.Soil.It.Sw7.1.ITS1	Italy.Soil.It.Sw7.2.ITS1	Italy.Soil.It.Sw7.3.ITS1	Italy.Soil.Sw.It15.1.ITS1	Italy.Soil.Sw.It15.2.ITS1	Italy.Soil.Sw.It15.3.ITS1	Italy.Soil.Sw.It24.1.ITS1	Italy.Soil.Sw.It24.2.ITS1	Italy.Soil.Sw.It24.3.ITS1	Italy.Soil.Sw.It32.1.ITS1	Italy.Soil.Sw.It32.2.ITS1	Italy.Soil.Sw.It32.3.ITS1	Italy.Soil.Sw.It41.1.ITS1	Italy.Soil.Sw.It41.2.ITS1	Italy.Soil.Sw.It41.3.ITS1	Italy.Soil.Sw.Sw11.1.ITS1	Italy.Soil.Sw.Sw11.2.ITS1	Italy.Soil.Sw.Sw11.3.ITS1	Italy.Soil.Sw.Sw43.1.ITS1	Italy.Soil.Sw.Sw43.2.ITS1	Italy.Soil.Sw.Sw43.3.ITS1	Italy.Soil.Sw.Sw47.1.ITS1	Italy.Soil.Sw.Sw47.2.ITS1	Italy.Soil.Sw.Sw47.3.ITS1	Italy.Soil.Sw.Sw7.1.ITS1	Italy.Soil.Sw.Sw7.2.ITS1	Italy.Soil.Sw.Sw7.3.ITS1	Italy.Soil.Unplanted.Ita.1.ITS1	Italy.Soil.Unplanted.Ita.2.ITS1	Italy.Soil.Unplanted.Ita.3.ITS1	Italy.Soil.Unplanted.Swe1.ITS1	Italy.Soil.Unplanted.Swe2.ITS1	Italy.Soil.Unplanted.Swe3.ITS1	Sweden.DP.Soil.It.It.1.ITS1	Sweden.DP.Soil.It.It.2.ITS1	Sweden.DP.Soil.It.It.3.ITS1	Sweden.DP.Soil.It.Sw.1.ITS1	Sweden.DP.Soil.It.Sw.2.ITS1	Sweden.DP.Soil.It.Sw.3.ITS1	Sweden.DP.Soil.Sw.It.1.ITS1	Sweden.DP.Soil.Sw.It.2.ITS1	Sweden.DP.Soil.Sw.It.3.ITS1	Sweden.DP.Soil.Sw.Sw.1.ITS1	Sweden.DP.Soil.Sw.Sw.2.ITS1	Sweden.DP.Soil.Sw.Sw.3.ITS1	Sweden.Root.It.Sw.1.ITS1	Sweden.Root.It.Sw.2.ITS1	Sweden.Root.It.Sw.3.ITS1	Sweden.Root.It.Sw.4.ITS1	Sweden.Root.It.Sw.5.ITS1	Sweden.Root.It.Sw.6.ITS1	Sweden.Root.Sw.Sw.1.ITS1	Sweden.Root.Sw.Sw.2.ITS1	Sweden.Root.Sw.Sw.3.ITS1	Sweden.Root.Sw.Sw.4.ITS1	Sweden.Root.Sw.Sw.5.ITS1	Sweden.Root.Sw.Sw.6.ITS1	Sweden.Soil.It.Sw.1.ITS1	Sweden.Soil.It.Sw.2.ITS1	Sweden.Soil.It.Sw.3.ITS1	Sweden.Soil.It.Sw.4.ITS1	Sweden.Soil.It.Sw.5.ITS1	Sweden.Soil.It.Sw.6.ITS1	Sweden.Soil.Sw.Sw.1.ITS1	Sweden.Soil.Sw.Sw.2.ITS1	Sweden.Soil.Sw.Sw.3.ITS1	Sweden.Soil.Sw.Sw.4.ITS1	Sweden.Soil.Sw.Sw.5.ITS1	Sweden.Soil.Sw.Sw.6.ITS1	Sweden.Soil.Unplanted.It.1.ITS1	Sweden.Soil.Unplanted.It.2.ITS1	Sweden.Soil.Unplanted.It.3.ITS1	Sweden.Soil.Unplanted.Sw.1.ITS1	Sweden.Soil.Unplanted.Sw.2.ITS1	Sweden.Soil.Unplanted.Sw.3.ITS1
Zotu327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	2	0	0	1	0	0	0	0	0	12	24	0	1	30	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	2	0	0	0	0	7	274	94	16	20	45	25	18	17	39	76	52	48	54	95	45	41	22	25	54	18	20	12	49	22	0	0	0	67	74	89	0	0	0	2	0	0	6	13	14	9	10	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5	7	35	16	7	12	0	0	0	3	3	3
Zotu1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	100	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	1	1	2	5	3	0	2	0	1768	4	5	5	3	8	5	1	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	2	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu109	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu361	0	0	4	1378	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	26	3	0	3	0	1	0	0	0	0	1	3	2	13	0	4	2	0	0	39	0	0	8	0	0	1	0	0	0	0	1	0	6	3	0	0	0	1	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu625	0	1	0	0	0	0	2	1	12	3	2	1	0	5	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	1	0	4	4	2	0	0	9	0	14	0	0	0	5	0	0	0	0	0	6	19	4	23	3	14	0	1	2	5	1	4	56	18	17	7	4	34	15	36	6	6	3	5	42	71	10	1	1	0	2	33	3	2	1	0	9	4	2	4	3	3	6	5	1	2	4	3	73	1	0	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	7	1	0	0	4	0	15	0	0	0	2	4	0	2	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	786	151	34	28	91	74	25	18	134	94	64	55	78	159	69	64	32	45	45	29	26	14	63	52	0	0	0	102	31	32	0	0	0	0	0	0	76	24	36	37	16	8	0	0	0	0	0	0	3	0	1	1	2	0	0	0	0	0	0	0	55	12	49	41	41	53	0	0	0	3	10	4
Zotu1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2156	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7	0	0	1	0	3	2	1	0	2	2	23	0	1	11	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu409	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	38	108	20	13	8	16	12	7	26	3	16	33	87	92	35	78	72	18	14	36	13	6	25	6	0	0	0	2	0	2	1	0	0	1	1	1	0	2	1	0	0	0	8	0	0	1	0	31	0	4	20	0	0	3	6	8	12	5	27	0	0	0	1	0	2	2	1	2	0	0	6	0	5	0	0	0	0	20	0	12	9	15	45	1	3	0	2	0	0	50	20	16	0	0	0
Zotu1376	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	12	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	4	13	0	0	0	2	0	2	85	0	14	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	2	0	1	30	1	2	4	0	1	0	10	12	0	3	1	0	1	2	0	2	4	0	0	0	0	1	2	5	0	0	0	0	0	0	13	7	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	9	2	4	0	0	0	0	0	0
Zotu2464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu171	0	0	0	136	0	0	0	0	0	0	0	1	0	372	0	0	0	0	0	0	49	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	32	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	5	0	0	0	0	32	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu192	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	4	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	5	0	0	13	2	1	0	1	2	0	1	4	1	12	9	11	0	14	0	2	3	0	0	0	1	5	1	1	0	0	0	0	0	2	0	0	1	0	4	1	0	0	0	0	0	331	0	0	0	0	3	0	1	1	2	14	131	4	14	54	36	13	14	0	0	41	0	1	467	38	123	537	511	199	1788	491	0	924	0	133	59	9	172	113	38	14	4	5	9	21	10	19	22	60	0	3	16
Zotu671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	2	3	0	0	2	0	0	2	0	0	2	0	0	0	0	1	310	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	8	2	2	1	5	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	6	1	13	3	9	0	0	0	0	1	0
Zotu917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	87	26	3	2	11	10	5	3	8	5	6	1	5	9	4	8	1	6	10	3	5	3	7	3	0	0	0	17	3	12	0	0	0	0	0	0	2	8	3	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	4	1	1	3	0	0	0	0	1	1
Zotu359	1	0	6	2	0	0	0	1	19	0	15	0	0	1	0	6	0	0	0	0	2	0	3	0	0	0	0	1	3	0	0	0	0	0	0	17	0	0	4	0	0	0	1	0	0	0	4	0	20	17	27	16	7	4	10	2	2	11	5	7	90	12	19	2	38	7	10	5	8	0	0	100	28	2	574	2	39	6	12	6	4	2	3	2	1	3	7	117	3	3	4	9	2	0	1	1	5	8	0	25	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	47	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	1	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu712	0	16	4	0	0	0	0	2	0	0	1	0	1	1	0	28	7	0	0	7	0	0	0	37	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	1	1	0	0	6	1	4	11	2	0	68	0	0	16	0	0	6	4	50	1	7	1	0	0	0	1	1	86	0	0	0	0	0	0	0	0	1	0	1	0	0	10	0	0	0	0	0	0	0	105	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1321	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	3	1	1	0	5	11	1	31	5	2	7	0	0	18	13	7	0	1	3	9	4	0	0	0	0	0	3	6	1	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	4	1	0	0	0	0	0	0	0	0	4	17	0	0	3	0	0	0	0	0	1	0	4	0	0	0	0	1
Zotu501	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	1	0	0	0	1	0	0	30	0	0	881	2	3	0	0	0	0	32	39	0	0	1	0	0	0	0	0	0	16	2	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	10	3	5	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	97	31	4	2	22	37	3	8	28	14	31	16	16	28	11	13	5	18	13	10	4	3	13	9	0	0	0	12	7	46	0	0	0	0	0	0	5	2	6	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	6	1	3	7	0	0	0	0	0	0
Zotu5148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	30	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	3	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	9	1	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	7	0	39	0	6	13	0	0	0	0	0	0
Zotu2580	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	12	1	1	0	0	0	7	3	8	0	4	1	0	1	0	0	1	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1
Zotu652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	10	0	3	0	0	0	4	0	5	2	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	1	76	37	22	3	17	31	12	3	36	5	20	13	35	33	18	12	3	6	16	13	4	2	7	19	0	0	2	101	50	24	0	25	4	25	3	2	236	242	371	592	264	213	2	0	3	0	2	7	22	35	45	17	34	37	68	8	29	10	6	2	351	196	191	431	233	294	32	13	7	431	594	307
Zotu617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	49	18	1	2	3	7	3	0	3	3	8	5	6	1	3	4	0	0	8	0	0	2	6	2	0	0	0	21	7	0	0	0	0	0	0	0	8	5	31	44	10	16	0	0	0	0	0	0	2	1	0	1	0	1	3	0	0	0	0	0	48	7	19	18	16	31	0	0	0	0	1	1
Zotu1043	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	45	0	0	0	0	0	15	1	0	0	0	3	4	6	5	0	14	8	0	0	8	1	1	37	4	11	0	0	4	3	12	2	1	0	13	7	4	0	0	22	0	4	6	2	6	2	0	3	3	0	3	0	2	1	0	2	0	9	2	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
